Sr,Words,P.O.S,Level,Nepali Word
1382,institute,Noun,B2,संस्थान
1383,institution,Noun,B2,संस्थाले
1384,instruction,Noun,A2,निर्देशन
1385,instructor,Noun,A2,प्रशिक्षक
1386,instrument,Noun,A2,साधन
1387,insurance,Noun,B2,बीमा
1388,intelligence,Noun,B1,बुद्धि
1389,intelligent,Adjective,A2,बुद्धिमान
1390,intend,Verb,B1,अभिप्राय
1391,intended,Adjective,B2,इरादा
1392,intense,Adjective,B2,तीव्र
1393,intention,Noun,B1,इरादा
1394,interest,Noun Verb,A1,चासो
1395,interested,Adjective,A1,रुचि
1396,interesting,Adjective,A1,रोचक
1397,internal,Adjective,B2,आन्तरिक
1398,international,Adjective,A2,अन्तर्राष्ट्रिय
1399,internet,Noun,A1,इन्टरनेट
1400,interpret,Verb,B2,व्याख्या
1401,interrupt,Verb,B2,रोकावट
1402,interview,Noun Verb,A1,साक्षात्कार
1403,into,prep.,A1,मा
1404,introduce,Verb,A1,परिचय
1405,introduction,Noun,A2,परिचय
1406,invent,Verb,A2,आविष्कार
1407,invention,Noun,A2,आविष्कार
1408,invest,Verb,B1,Invest
1409,investigate,Verb,B1,छानबिन
1410,investigation,Noun,B2,छानबिन
1411,investment,Noun,B2,लगानी
1412,invitation,Noun,A2,निमन्त्रणा
1413,invite,Verb,A2,आमन्त्रण
1414,involve,Verb,A2,समावेश
1415,involved,Adjective,B1,मुछिनुभएको
1416,iron,Noun Verb,B1,फलाम
1417,island,Noun,A1,द्वीप
1418,issue,"Noun, Verb","B1, B2",मुद्दा
1419,IT,Noun,B1,आईटी
1420,it,proNoun,A1,यसलाई
1421,item,Noun,A2,वस्तु
1422,its,det.,A1,यसको
1423,itself,proNoun,A2,आफै
1424,jacket,Noun,A1,ज्याकेट
1425,jam,Noun,A2,जाम
1426,January,Noun,A1,जनवरी
1427,jazz,Noun,A2,ज्याज
1428,jeans,Noun,A1,जिन्स
1429,jewellery,Noun,A2,आभूषण
1430,job,Noun,A1,काम
1431,join,Verb,A1,सामेल
1432,joke,Noun Verb,A2,मजाक
1433,journal,Noun,B1,पत्रिका
1434,journalist,Noun,A2,पत्रकार
1435,journey,Noun,A1,यात्रा
1436,joy,Noun,B2,आनन्द
1437,judge,Noun Verb,B1,न्यायाधीश
1438,judgement,Noun,B2,न्याय
1439,juice,Noun,A1,रस
1440,July,Noun,A1,जुलाई
1441,jump,Verb Noun,A2,जम्प
1442,June,Noun,A1,जुन
1443,junior,Adjective,B2,जुनियर
1444,just,Adverb,A1,बस
1445,justice,Noun,B2,न्याय
1446,justify,Verb,B2,सफाइ
1447,keen,Adjective,B1,keen
1448,keep,Verb,A1,राख्न
1449,key,"Noun, Adjective Verb","A1, B1",प्रमुख
1450,keyboard,Noun,B1,किबोर्ड
1451,kick,Verb Noun,B1,किक
1452,kid,Noun,A2,बच्चा
1453,kill,Verb,A2,मार
1454,killing,Noun,B1,हत्या
1455,kilometre,Noun,A1,किलोमिटर
1456,kind(type),Noun,A1,दयालु (प्रकार)
1457,kind(caring),Adjective,B1,दयालु (मायालु)
1458,king,Noun,A2,राजा
1459,kiss,Verb Noun,B1,चुम्बन
1460,kitchen,Noun,A1,भान्सा
1461,knee,Noun,A2,गोडा
1462,knife,Noun,A2,चक्कु
1463,knock,"Verb , Noun","A2, B1",ठोक्नुहोस्
1464,know,Verb,A1,जान्नुहुन्छ
1465,knowledge,Noun,A2,ज्ञान
1466,lab,Noun,A2,प्रयोगशाला
1467,label,Noun Verb,B1,लेबल
1468,laboratory,Noun,B1,प्रयोगशाला
1469,labour,Noun,B2,श्रम
1470,lack,Noun Verb,B1,कमी
1471,lady,Noun,A2,महिला
1472,lake,Noun,A2,ताल
1473,lamp,Noun,A2,दीपक
1474,land,"Noun, Verb","A1, A2",भूमि
1475,landscape,Noun,B2,परिदृश्य
1476,language,Noun,A1,भाषा
1477,laptop,Noun,A2,ल्यापटप
1478,large,Adjective,A1,ठूलो
1479,largely,Adverb,B2,धेरै हदसम्म
1480,last1 (final),"det., Adverb n","A1, A2",last1 (अन्तिम)
1481,last1 (taking time),Verb,A2,last1 (लिइरहेको समय)
1482,late,Adjective Adverb,A1,लेट
1483,later,"Adverb , Adjective","A1, A2",पछि
1484,latest,"Adjective , Noun","B1, B2",नवीनतम
1485,laugh,Verb Noun,A1,हाँस
1486,laughter,Noun,A2,हास्य
1487,launch,Verb Noun,B2,लन्च
1488,law,Noun,A2,कानुन
1489,lawyer,Noun,A2,वकिल
1490,lay,Verb,B1,Lay
1491,layer,Noun,B1,पत्र
1492,lazy,Adjective,A2,अल्छी
1493,lead,"Verb , Noun","A2, B1",नेतृत्व
1494,leader,Noun,A2,नेता
1495,leadership,Noun,B2,नेतृत्व
1496,leading,Adjective,B1,प्रमुख
1497,leaf,Noun,B1,पात
1498,league,Noun,B2,लिग
1499,lean,Verb,B2,दुबला
1500,learn,Verb,A1,सिक्न
1501,learning,Noun,A2,सिक्ने
1502,least,det./proNoun Adverb,A2,कम से कम
1503,leather,Noun,B1,छाला
1504,leave,"Verb , Noun","A1, B2",छोड
1505,lecture,Noun Verb,A2,व्याख्यान
1506,left,Adjective Adverb Verb,A1,बायाँ
1507,leg,Noun,A1,खुट्टा
1508,legal,Adjective,B1,कानुनी
1509,leisure,Noun,B1,अवकाश
1510,lemon,Noun,A2,कागति
1511,lend,Verb,A2,उधारो
1512,length,Noun,B1,लम्बाइ
1513,less,det./pro Noun Adverb,A2,थोरै
1514,lesson,Noun,A1,पाठ
1515,let,Verb,A1,गरौं
1516,letter,Noun,A1,पत्र
1517,level,"Noun, Adjective , Verb","A2, B1, B2",स्तर
1518,library,Noun,A1,पुस्तकालय
1519,licence,Noun,B2,लाइसेन्स
1520,lie,Verb,A1,झूट
1521,lie,Verb Noun,B2,झूट
1522,life,Noun,A1,जीवन
1523,lifestyle,Noun,A2,जीवन शैली
1524,lift,Verb,Noun,लिफ्ट
1525,light (from the sun/a lamp),"Noun Adverb , Verb","A1, A2",प्रकाश (सूर्य देखि / बत्ती)
1526,light (not heavy),Adjective,A2,प्रकाश (भारी छैन)
1527,like (similar),prep.,A1,जस्तै (समान)
1528,like (find sb/sth pleasant),"Verb , n","A1, B1",जस्तै (पाउन SB / sth सुखद)
1529,Noun,B1,,संज्ञा
1530,likely,Adjective,A2,सम्भवतः
1531,limit,Noun Verb,B1,सीमा
1532,limited,Adjective,B2,सीमित
1533,line,"Noun, Verb","A1, B2",लाइन
1534,link,Noun Verb,A2,लिङ्क
1535,lion,Noun,A1,सिंह
1536,lip,Noun,B1,ओठ
1537,liquid,Noun Adjective,B1,तरल
1538,list,Noun Verb,A1,सूची
1539,listen,Verb,A1,सुन्न
1540,listener,Noun,A2,श्रोता
1541,literature,Noun,B1,साहित्य
1542,little,"Adjective det./proNoun, Adverb","A1, A2",सानो
1543,live1,Verb,A1,live1
1544,live2,Adjective Adverb,B1,Live2
1545,lively,Adjective,B2,सक्रिय
1546,living,Adjective Noun,B1,जीवित
1547,load,Noun Verb,B2,लोड
1548,loan,Noun,B2,ऋण
1549,local,"Adjective , Noun","A1, B1",स्थानिय
1550,locate,Verb,B1,पत्ता लगाउन
1551,located,Adjective,B1,स्थित
1552,location,Noun,B1,स्थान
1553,lock,Verb Noun,A2,लक
1554,logical,Adjective,B2,तार्किक
1555,lonely,Adjective,B1,एक्लो
1556,long,Adjective Adverb,A1,लामो
1557,long-term,Adjective Adverb,B2,लामो अवधि
1558,look,"Verb , Noun","A1, A2",नजर
1559,loose,Adjective,B2,ढीले
1560,lord,Noun,B2,प्रभु
1561,lorry,Noun,A2,लरी
1562,lose,Verb,A1,गुमाउनु
1563,loss,Noun,B1,हानि
1564,lost,Adjective,A2,हराएको
1565,lot,proNoun det. Adverb,A1,धेरै
1566,loud,Adjective Adverb,A2,चर्को
1567,loudly,Adverb,A2,ठूलो स्वरमा
1568,love,Noun Verb,A1,प्रेम
1569,lovely,Adjective,A2,राम्रो
1570,low,"Adjective Adverb , n","A2, B2",कम
1571,lower,Verb,B2,कम
1572,luck,Noun,A2,भाग्य
1573,lucky,Adjective,A2,भाग्यशाली
1574,lunch,Noun,A1,भोजन
1575,lung,Noun,B2,फोक्सो
1576,luxury,Noun,B1,लक्जरी
1577,machine,Noun,A1,मिसिन
1578,mad,Adjective,B1,पागल
1579,magazine,Noun,A1,पत्रिका
1580,magic,Noun Adjective,B1,जादू
1581,mail,Noun Verb,A2,मेल
1582,main,Adjective,A1,मुख्य
1583,mainly,Adverb,B1,मुख्य रूप
1584,maintain,Verb,B2,कायम
1585,major,Adjective,A2,प्रमुख
1586,majority,Noun,B2,बहुमत
1587,make,"Verb , Noun","A1, B2",बनाउन
1588,male,Adjective Noun,A2,पुरुष
1589,mall,Noun,B1,मल
1590,man,Noun,A1,मानिस
1591,manage,Verb,A2,व्यवस्थापन
1592,management,Noun,B1,व्यवस्थापन
1593,manager,Noun,A2,प्रबन्धक
1594,manner,Noun,A2,तरिका
1595,many,det./proNoun,A1,धेरै
1596,map,"Noun, Verb","A1, B2",नक्शा
1597,March,Noun,A1,मार्च
1598,mark,Verb Noun,A2,मार्क
1599,market,"Noun, Verb","A1, B1",बजार
1600,marketing,Noun,B1,मार्केटिङ
1601,marriage,Noun,B1,विवाह
1602,married,Adjective,A1,विवाहित
1603,marry,Verb,A2,विवाह
1604,mass,Noun Adjective,B2,ठूलो
1605,massive,Adjective,B2,विशाल
1606,master,Noun Verb,B2,मास्टर
1607,match (contest/correspond),Noun Verb,A1,मिलान (प्रतियोगिता / अनुरूप)
1608,matching,Adjective,B2,मिल्दो
1609,material,"Noun, Adjective","A2, B2",भौतिक
1610,mathematics,Noun,A2,गणित
1611,maths,Noun,A2,गणित
1612,matter,Noun Verb,A2,कुरा
1613,maximum,Adjective Noun,B2,अधिकतम
1614,May,Noun,A1,सक्छ
1615,may modal,Verb,A2,सर्वसाधारण सक्छ
1616,maybe,Adverb,A1,हुनसक्छ
1617,me,proNoun,A1,मलाई
1618,meal,Noun,A1,खाना
1619,mean,Verb,A1,अर्थ
1620,meaning,Noun,A1,अर्थ
1621,means,Noun,B2,माध्यम
1622,meanwhile,Adverb,B1,यसैबीच
1623,measure,Verb Noun,B1,उपाय
1624,measurement,Noun,B2,मापन
1625,meat,Noun,A1,मासु
1626,media,Noun,A2,मिडिया
1627,medical,Adjective,A2,चिकित्सा
1628,medicine,Noun,A2,औषधी
1629,medium,"Adjective , Noun","B1, B2",मध्यम
1630,meet,Verb,A1,मिलन
1631,meeting,Noun,A1,बैठक
1632,melt,Verb,B2,पिघल
1633,member,Noun,A1,सदस्य
1634,memory,Noun,A2,स्मृति
1635,mental,Adjective,B1,मानसिक
1636,mention,"Verb , Noun","A2, B1",उल्लेख
1637,menu,Noun,A1,मेनु
1638,mess,Noun Verb,B1,गडबड
1639,message,Noun,A1,सन्देश
1640,metal,Noun,A2,धातु
1641,method,Noun,A2,विधि
1642,metre,Noun,A1,मीटर
1643,middle,Noun Adjective,A2,मध्य
1644,midnight,Noun,A1,मध्यरातमा
1645,might modal,Verb,A2,सर्वसाधारण सक्छ
1646,mild,Adjective,B1,नम्र
1647,mile,Noun,A1,माइल
1648,military,Adjective Noun,B2,सैन्य
1649,milk,Noun,A1,दूध
1650,million number,,A1,लाख नम्बर
1651,mind,Noun Verb,A2,मन
1652,mine (belongs to me),proNoun,A2,मेरो (मलाई पर्छ)
1653,mine (hole in the ground),Noun,B1,मेरो (जमीन मा प्वाल)
1654,mineral,Noun,B2,खनिज
1655,minimum,Adjective Noun,B2,न्यूनतम
1656,minister,Noun,B2,मन्त्री
1657,minor,Adjective,B2,सानातिना
1658,minority,Noun,B2,अल्पसंख्यक
1659,minute,Noun,A1,मिनेट
1660,mirror,Noun,A2,दर्पण
1661,miss,Verb,A1,मिस
1662,missing,Adjective,A2,हराइरहेको
1663,mission,Noun,B2,मिसन
1664,mistake,"Noun, Verb","A1, B2",गल्ती
1665,mix,Verb Noun,B1,मिश्रण
1666,mixed,Adjective,B2,मिश्रित
1667,mixture,Noun,B1,मिश्रण
1668,mobile,Adjective Noun,A2,मोबाइल
1669,model,"Noun, Verb","A1, B2",मोडेल
1670,modern,Adjective,A1,आधुनिक
1671,modify,Verb,B2,सुधारे
1672,moment,Noun,A1,क्षण
1673,Monday,Noun,A1,सोमवार
1674,money,Noun,A1,पैसा
1675,monitor,Noun Verb,B2,मनिटर
1676,monkey,Noun,A2,बाँदर
1677,month,Noun,A1,महिना
1678,mood,Noun,B1,मुड
1679,moon,Noun,A2,चन्द्र
1680,moral,Adjective Noun,B2,नैतिक
1681,more,det./proNoun Adverb,A1,थप
1682,morning,Noun,A1,बिहान
1683,most,det./proNoun Adverb,A1,सबै भन्दा
1684,mostly,Adverb,A2,ज्यादातर
1685,mother,Noun,A1,आमा
1686,motor,Noun Adjective,B2,मोटर
1687,motorcycle,Noun,A2,मोटरसाइकल
1688,mount,Verb,B2,माउन्ट
1689,mountain,Noun,A1,पर्वत
1690,mouse,Noun,A1,माउस
1691,mouth,Noun,A1,मुख
1692,move,"Verb , Noun","A1, B1",चल्नु
1693,movement,Noun,A2,आन्दोलन
1694,movie,Noun,A1,चलचित्र
1695,much,det./proNoun Adverb,A1,धेरै
1696,mud,Noun,B1,माटोको
1697,multiple,Adjective,B2,धेरै
1698,multiply,Verb,B2,गुणन
1699,mum,Noun,A1,आमा
1700,murder,NounVerb,B1,हत्या
1701,muscle,Noun,B1,मासु
1702,museum,Noun,A1,संग्रहालय
1703,music,Noun,A1,संगीत
1704,musical,"Adjective , Noun","A2, B1",सांगीतिक
1705,musician,Noun,A2,संगीतकार
1706,must modal,Verb,A1,सर्वसाधारण पर्छ
1707,my,det.,A1,मेरो
1708,myself,proNoun,A2,आफैलाई
1709,mysterious,Adjective,B2,रहस्यमय
1710,mystery,Noun,B1,रहस्य
1711,nail,Noun,B1,नङ
1712,name,Noun Verb,A1,नाम
1713,narrative,Noun Adjective,B1,narrative
1714,narrow,"Adjective , Verb","A2, B2",साँघुरो
1715,nation,Noun,B1,राष्ट्र
1716,national,"Adjective , Noun","A2, B2",राष्ट्रिय
1717,native,Adjective Noun,B1,देशी
1718,natural,Adjective,A1,प्राकृतिक
1719,naturally,Adverb,B1,स्वाभाविक
1720,nature,Noun,A2,प्रकृति
1721,near,prep. Adjective Adverb,A1,नजिकै
1722,nearly,Adverb,A2,लगभग
1723,neat,Adjective,B2,चिटिक्क
1724,necessarily,Adverb,B1,आवश्यक
1725,necessary,Adjective,A2,आवश्यक
1726,neck,Noun,A2,घाँटी
1727,need,"Verb , Noun, modal Verb","A1, A2, B1",आवश्यकता
1728,needle,Noun,B1,सुई
1729,negative,"Adjective , Noun","A1, B2",नकारात्मक
1730,neighbour,Noun,A1,छिमेकी
1731,neighbourhood,Noun,B1,छिमेकी
1732,neither,"det./proNoun, Adverb","A2, B1",न
1733,nerve,Noun,B2,स्नायु
1734,nervous,Adjective,A2,स्नायु
1735,net,Noun,B1,नेट
1736,network,Noun,A2,नेटवर्क
1737,never,Adverb,A1,कहिल्यै
1738,nevertheless,Adverb,B2,तैपनि
1739,new,Adjective,A1,नयाँ
1740,news,Noun,A1,समाचार
1741,newspaper,Noun,A1,अखबार
1742,next,"Adjective Adverb , Noun","A1, B1",अर्को
1743,next to,prep.,A1,अर्को गर्न
1744,nice,Adjective,A1,राम्रो
1745,night,Noun,A1,रात
1746,nightmare,Noun,B2,डरलाग्दो सपना
1747,nine,number,A1,नौ
1748,nineteen,number,A1,उन्नाइस
1749,ninety,number,A1,नब्बे
1750,no,exclam. det.,A1,कुनै
1751,no one,proNoun,A1,कोही पनि हैन
1752,nobody,proNoun,A1,कसैले
1753,noise,Noun,A2,हल्ला
1754,noisy,Adjective,A2,हल्ला
1755,none,pro Noun,A2,कुनै पनि
1756,nor,conj./Adverb,B1,न त
1757,normal,"Adjective , Noun","A2, B1",सामान्य
1758,normally,Adverb,A2,सामान्यतया
1759,north,Noun Adjective Adverb,A1,उत्तर
1760,northern,Adjective,B1,उत्तरी
1761,nose,Noun,A1,नाक
1762,not,Adverb,A1,छैन
1763,note,Noun Verb,"A1, B1",नोट
1764,nothing,proNoun,A1,केही
1765,notice,Verb Noun,A2,सूचना
1766,notion,Noun,B2,धारणा
1767,novel,Noun,A2,उपन्यास
1768,November,Noun,A1,नोभेम्बर
1769,now,"Adverb , conj.","A1, B1",अब
1770,nowhere,Adverb,A2,कतै
1771,nuclear,Adjective,B1,आणविक
1772,number,"Noun, Verb","A1, A2",नम्बर
1773,numerous,Adjective,B2,धेरै
1774,nurse,Noun,A1,नर्स
1775,nut,Noun,A2,नट
1776,obey,Verb,B2,पालन
1777,object,Noun Verb,"A1, B2",वस्तु
1778,objective,Noun Adjective,B2,उद्देश्य
1779,obligation,Noun,B2,दायित्व
1780,observation,Noun,B2,अवलोकन
1781,observe,Verb,B2,पालन
1782,obtain,Verb,B2,प्राप्त
1783,obvious,Adjective,B1,स्पष्ट
1784,obviously,Adverb,B1,स्पष्ट
1785,occasion,Noun,B1,अवसर
1786,occasionally,Adverb,B2,कहिले काँही
1787,occur,Verb,B1,उत्पन्न
1788,ocean,Noun,A2,समुद्र
1789,o’clock,Adverb,A1,बजे
1790,October,Noun,A1,अक्टोबर
1791,odd,Adjective,B1,अनौठो
1792,of,prep.,A1,को
1793,off,Adverb prep.,A1,बन्द
1794,offence,Noun,B2,ठेस
1795,offend,Verb,B2,अपमान
1796,offensive,Adjective,B2,आपत्तिजनक
1797,offer,Verb Noun,A2,प्रस्ताव
1798,office,Noun,A1,कार्यालय
1799,officer,Noun,A2,अधिकारी
1800,official,"Adjective , Noun","B1, B2",सरकारी
1801,often,Adverb,A1,अक्सर
1802,oh,exclam.,A1,ओह
1803,oil,Noun,A2,तेल
1804,OK,exclam. Adjective /Adverb,A1,ठिक छ
1805,old,Adjective,A1,पुरानो
1806,old-fashioned,Adjective,B1,पुरानो जमानाको
1807,on,prep. Adverb,A1,मा
1808,once,"Adverb , conj.","A1, B1",एक पटक
1809,one,number-det. proNoun,A1,एक
1810,onion,Noun,A1,प्याज
1811,online,Adjective Adverb,A1,अनलाइन
1812,only,Adjective Adverb,A1,मात्र
1813,onto,prep.,A2,मा
1814,open,Adjective Verb,A1,खुला
1815,opening,Noun,B2,उद्घाटन
1816,operate,Verb,B2,सञ्चालन
1817,operation,Noun,B1,सञ्चालन
1818,opinion,Noun,A1,राय
1819,opponent,Noun,B2,विरोधी
1820,opportunity,Noun,A2,मौका
1821,oppose,Verb,B2,विरोध
1822,opposed,Adjective,B2,विरोध
1823,opposite,Adjective Adverb prep. Noun,A1,विपरीत
1824,opposition,Noun,B2,विरोध
1825,option,Noun,A2,विकल्प
1826,or,conj.,A1,वा
1827,orange,Noun Adjective,A1,सुन्तला
1828,order,Noun Verb,A1,अर्डर
1829,ordinary,Adjective,A2,साधारण
1830,organ,Noun,B2,अंग
1831,organization,Noun,A2,संगठन
1832,organize,Verb,A2,संगठित
1833,organized,Adjective,B1,संगठित
1834,organizer,Noun,B1,आयोजक
1835,origin,Noun,B2,मूल
1836,original,"Adjective , Noun","A2, B1",मूल
1837,originally,Adverb,B1,मूल
1838,other,Adjective /proNoun,A1,अन्य
1839,otherwise,Adverb,B2,अन्यथा
1840,ought,modal Verb,B1,पर्छ
1841,our,det.,A1,हाम्रो
1842,ours,proNoun,B1,हाम्रो
1843,ourselves,proNoun,A2,आफूलाई
1844,out,Adverb /prep.,A1,बाहिर
1845,outcome,Noun,B2,नतिजा
1846,outdoor,Adjective,B1,आउटडोर
1847,outdoors,Adverb,B1,बाहिर
1848,outer,Adjective,B2,बाहिरी
1849,outline,Noun Verb,B2,रूपरेखा
1850,outside,"Adverb , prep. nouNoun Adjective","A1, A2",बाहिर
1851,oven,Noun,A2,ओवन
1852,over,prep. Adverb,A1,माथि
1853,overall,Adjective Adverb,B2,कुल मिलाएर
1854,owe,Verb,B2,योगदान
1855,own,"Adjective /proNoun, Verb","A1, A2",आफ्नै
1856,owner,Noun,A2,मालिक
1857,pace,"Noun, Verb",B2,गति
1858,pack,"Verb , Noun","A2, B1",प्याक
1859,package,"Noun, Verb","B1, B2",प्याकेज
1860,page,Noun,A1,पृष्ठ
1861,pain,Noun,A2,दुखाइ
1862,painful,Adjective,B1,पीडादायी
1863,paint,Verb Noun,A1,रंग
1864,painter,Noun,A2,चित्रकार
1865,painting,Noun,A1,चित्रकला
1866,pair,Noun,A1,जोडी
1867,palace,Noun,A2,दरबार
1868,pale,Adjective,B1,पीला
1869,pan,Noun,B1,पैन
1870,panel,Noun,B2,प्यानल
1871,pants,Noun,A2,प्यान्ट
1872,paper,Noun,A1,कागज
1873,paragraph,Noun,A1,अनुच्छेद
1874,parent,Noun,A1,अभिभावक
1875,park,Noun Verb,A1,पार्क
1876,parking,Noun,A2,पार्किङ
1877,parliament,Noun,B2,संसद
1878,part,Noun,A1,भाग
1879,participant,Noun,B2,सहभागी
1880,participate,Verb,B1,भाग
1881,particular,Adjective,A2,विशेष
1882,particularly,Adverb,B1,खास गरी
1883,partly,Adverb,B2,आंशिक
1884,partner,Noun,A1,साथी
1885,party,Noun,A1,पार्टी
1886,pass,"Verb , Noun","A2, B1",पारित
1887,passage,Noun,B2,खण्डमा
1888,passenger,Noun,A2,यात्री
1889,passion,Noun,B1,आवेग
1890,passport,Noun,A1,राहदानी
1891,past,"Adjective Noun prep., Adverb","A1, A2",विगतका
1892,path,Noun,B1,बाटो
1893,patient,"Noun, Adjective","A2, B2",बिरामी
1894,pattern,Noun,A2,ढाँचा
1895,pay,"Verb , Noun","A1, A2",तलब
1896,payment,Noun,B1,भुक्तानी
1897,peace,Noun,A2,शान्ति
1898,peaceful,Adjective,B1,शान्तिपूर्ण
1899,pen,Noun,A1,कलम
1900,pencil,Noun,A1,पेन्सिल
1901,penny,Noun,A2,मुद्रा
1902,pension,Noun,B2,पेन्सन
1903,people,Noun,A1,मान्छे
1904,pepper,Noun,A1,मरिच
1905,per,prep.,A2,प्रति
1906,per cent,Noun Adjective /Adverb,A2,प्रतिशत
1907,percentage,Noun,B1,प्रतिशत
1908,perfect,Adjective,A1,सिद्ध
1909,perfectly,Adverb,B1,पूर्ण
1910,perform,Verb,A2,प्रदर्शन
1911,performance,Noun,B1,प्रदर्शन
1912,perhaps,Adverb,A2,सायद
1913,period,Noun,A1,अवधि
1914,permanent,Adjective,B2,स्थायी
1915,permission,Noun,A2,अनुमति
1916,permit,Verb Noun,B2,अनुमति
1917,person,Noun,A1,व्यक्ति
1918,personal,Adjective,A1,व्यक्तिगत
1919,personality,Noun,A2,व्यक्तित्व
1920,personally,Adverb,B1,व्यक्तिगत
1921,perspective,Noun,B2,दृष्टिकोण
1922,persuade,Verb,B1,सम्भ्काउनु
1923,pet,Noun,A2,पाल्तु जनावर
1924,petrol,Noun,A2,पेट्रोल
1925,phase,Noun,B2,चरण
1926,phenomenon,Noun,B2,घटना
1927,philosophy,Noun,B2,दर्शन
1928,phone,Noun Verb,A1,फोन
1929,photo,Noun,A1,फोटो
1930,photograph,"Noun, Verb","A1, A2",तस्वीर
1931,photographer,Noun,B1,फोटोग्राफर
1932,photography,Noun,B1,फोटोग्राफी
1933,phrase,Noun,A1,वाक्यांश
1934,physical,Adjective,A2,शारीरिक
1935,physics,Noun,A2,भौतिक
1936,piano,Noun,A1,पियानो
1937,pick,"Verb , Noun","A2, B2",छनोट
1938,picture,"Noun, Verb","A1, B2",तस्वीर
1939,piece,Noun,A1,टुक्रा
1940,pig,Noun,A1,सुँगुर
1941,pile,Noun Verb,B2,थुप्रो
1942,pilot,Noun,A2,पायलट
1943,pin,Noun Verb,B1,पिन
1944,pink,Adjective Noun,A1,गुलाबी
1945,pipe,Noun,B1,पाइप
1946,pitch,Noun,B2,पिच
1947,place,Noun Verb,"A1, B1",ठाउँ
1948,plain,Adjective,B2,सादा
1949,plan,Noun Verb,A1,योजना
1950,plane,Noun,A1,विमान
1951,planet,Noun,A2,ग्रह
1952,planning,Noun,B1,योजना
1953,plant,Noun Verb,"A1, A2",बोट
1954,plastic,Noun Adjective,A2,प्लास्टिक
1955,plate,Noun,A2,प्लेट
1956,platform,Noun,A2,मंच
1957,play,Verb Noun,A1,खेल्नु
1958,player,Noun,A1,खेलाडी
1959,pleasant,Adjective,B1,सुखद
1960,please,"exclam., Verb","A1, A2",कृपया
1961,pleased,Adjective,A2,खुसी
1962,pleasure,Noun,B1,खुशी
1963,plenty,proNoun,B1,प्रशस्त
1964,plot,"Noun, Verb","B1, B2",षड्यन्त्र
1965,plus,"prep., Adjective conj., Noun","B1, B2",प्लस
1966,pocket,Noun,A2,खल्ती
1967,poem,Noun,B1,कविता
1968,poet,Noun,B1,कवि
1969,poetry,Noun,B1,कविता
1970,point,"Noun, Verb","A1, B1",बिन्दु
1971,pointed,Adjective,B2,चुच्चा
1972,poison,Noun Verb,B1,विष
1973,poisonous,Adjective,B1,विषालु
1974,police,Noun,A1,प्रहरी
1975,policeman,Noun,A1,प्रहरी
1976,policy,Noun,B1,नीति
1977,polite,Adjective,A2,भद्र
1978,political,Adjective,B1,राजनीतिक
1979,politician,Noun,B1,राजनीतिज्ञ
1980,politics,Noun,B1,राजनीति
1981,pollution,Noun,A2,प्रदूषण
1982,pool,Noun,A1,पूल
1983,poor,Adjective,A1,गरिब
1984,pop,Noun Adjective,A2,पप
1985,popular,Adjective,A1,लोकप्रिय
1986,popularity,Noun,B2,लोकप्रियता
1987,population,Noun,A2,जनसंख्या
1988,port,Noun,B1,पोर्ट
1989,portrait,Noun,B1,पोर्ट्रेट
1990,pose,Verb,B2,पोज
1991,position,"Noun, Verb","A2, B2",स्थिति
1992,positive,"Adjective , Noun","A1, B2",सकारात्मक
1993,possess,Verb,B2,अधिकार
1994,possession,Noun,A2,सम्पत्तिको
1995,possibility,Noun,A2,संभावना
1996,possible,Adjective,A1,सम्भव
1997,possibly,Adverb,B1,संभवतः
1998,post,Noun Verb,A1,पोस्ट
1999,poster,Noun,A2,पोस्टर
2000,pot,Noun,B1,पट
2001,potato,Noun,A1,आलु
2002,potential,Adjective Noun,B2,सम्भावित
2003,pound,Noun,A1,पाउन्ड
2004,pour,Verb,B1,खन्याउन
2005,poverty,Noun,B1,गरिबी
2006,powder,Noun,B1,पाउडर
2007,power,"Noun, Verb","A2, B2",शक्ति
2008,powerful,Adjective,B1,शक्तिशाली
2009,practical,Adjective,B1,व्यावहारिक
2010,practice,Noun,A1,अभ्यास
2011,practise,Verb,A1,अभ्यास
2012,praise,Noun Verb,B2,प्रशंसा
2013,pray,Verb,B1,प्रार्थना
2014,prayer,Noun,B1,प्रार्थना
2015,predict,Verb,A2,भविष्यवाणी
2016,prediction,Noun,B1,भविष्यवाणी
2017,prefer,Verb,A1,रुचि
2018,pregnant,Adjective,B2,गर्भवती
2019,preparation,Noun,B2,तयारी
2020,prepare,Verb,A1,तयार
2021,prepared,Adjective,B1,तयार
2022,presence,Noun,B2,उपस्थिति
2023,present,"Adjective Noun, Verb","A1, A2",वर्तमान
2024,presentation,Noun,B1,प्रस्तुति
2025,preserve,Verb,B2,संरक्षण
2026,president,Noun,A2,राष्ट्रपति
2027,press,Verb Noun,B1,प्रेस
2028,pressure,Noun,B1,दबाब
2029,pretend,Verb,B1,बहाना
2030,pretty,Adjective Adverb,A1,राम्रो
2031,prevent,Verb,A2,रोकन
2032,previous,Adjective,B1,अघिल्लो
2033,previously,Adverb,B1,पहिले
2034,price,"Noun, Verb","A1, B2",मूल्य
2035,priest,Noun,B1,पुजारी
2036,primary,Adjective,B1,प्राथमिक
2037,prime,Adjective,B2,प्रधानमन्त्री
2038,prince,Noun,B1,राजकुमार
2039,princess,Noun,B1,राजकुमारी
2040,principle,Noun,B2,सिद्धान्त
